sample,genome,taxonomy,source
Ga0485176,Ga0485176__vRhyme_unbinned_857,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
Ga0485176,Ga0485176__vRhyme_unbinned_1205,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
Ga0485176,Ga0485176__vRhyme_unbinned_774,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
Ga0485176,Ga0485176__vRhyme_unbinned_973,Varidnaviria;Bamfordvirae;Nucleocytoviricota;Megaviricetes;NA;NA;NA;NA,marker VOG HMM searching
Ga0485176,Ga0485176__vRhyme_unbinned_988,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
Ga0485176,Ga0485176__vRhyme_unbinned_193,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
Ga0485176,Ga0485176__vRhyme_unbinned_784,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;Autographiviridae;NA;NA,marker VOG HMM searching
Ga0485176,Ga0485176__vRhyme_unbinned_899,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
Ga0485176,Ga0485176__vRhyme_unbinned_618,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
Ga0485176,Ga0485176__vRhyme_unbinned_548,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
Ga0485176,Ga0485176__vRhyme_unbinned_1000,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
Ga0485176,Ga0485176__vRhyme_unbinned_1133,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
Ga0485176,Ga0485176__vRhyme_unbinned_225,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
Ga0485176,Ga0485176__vRhyme_unbinned_502,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
Ga0485176,Ga0485176__vRhyme_unbinned_636,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
Ga0485176,Ga0485176__vRhyme_unbinned_34,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
Ga0485176,Ga0485176__vRhyme_unbinned_840,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
Ga0485176,Ga0485176__vRhyme_unbinned_1201,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
Ga0485176,Ga0485176__vRhyme_bin_295,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
Ga0485176,Ga0485176__vRhyme_bin_286,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
Ga0485176,Ga0485176__vRhyme_unbinned_125,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
Ga0485176,Ga0485176__vRhyme_unbinned_417,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
Ga0485176,Ga0485176__vRhyme_unbinned_813,Varidnaviria;Bamfordvirae;Nucleocytoviricota;Megaviricetes;Imitervirales;Mimiviridae;NA;NA,marker VOG HMM searching
Ga0485176,Ga0485176__vRhyme_bin_323,Varidnaviria;Bamfordvirae;Nucleocytoviricota;Megaviricetes;Imitervirales;Mimiviridae;NA;NA,marker VOG HMM searching
Ga0485176,Ga0485176__vRhyme_unbinned_724,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
Ga0485176,Ga0485176__vRhyme_unbinned_83,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
Ga0485176,Ga0485176__vRhyme_unbinned_723,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
Ga0485176,Ga0485176__vRhyme_unbinned_571,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
Ga0485176,Ga0485176__vRhyme_unbinned_836,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
Ga0485176,Ga0485176__vRhyme_unbinned_720,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
Ga0485176,Ga0485176__vRhyme_unbinned_673,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
Ga0485176,Ga0485176__vRhyme_unbinned_519,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
Ga0485176,Ga0485176__vRhyme_unbinned_1121,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
Ga0485176,Ga0485176__vRhyme_unbinned_761,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
Ga0485176,Ga0485176__vRhyme_bin_322,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
Ga0485176,Ga0485176__vRhyme_unbinned_263,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
Ga0485176,Ga0485176__vRhyme_bin_217,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
Ga0485176,Ga0485176__vRhyme_bin_359,Varidnaviria;Bamfordvirae;Nucleocytoviricota;Megaviricetes;Pimascovirales;Marseilleviridae;NA;NA,marker VOG HMM searching
Ga0485176,Ga0485176__vRhyme_unbinned_254,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
Ga0485176,Ga0485176__vRhyme_unbinned_348,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
Ga0485176,Ga0485176__vRhyme_bin_206,Varidnaviria;Bamfordvirae;Preplasmiviricota;Maveriviricetes;Priklausovirales;Lavidaviridae;NA;NA,marker VOG HMM searching
Ga0485176,Ga0485176__vRhyme_bin_99,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
Ga0485176,Ga0485176__vRhyme_unbinned_737,Varidnaviria;Bamfordvirae;Nucleocytoviricota;Megaviricetes;NA;NA;NA;NA,marker VOG HMM searching
Ga0485176,Ga0485176__vRhyme_unbinned_101,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
Ga0485176,Ga0485176__vRhyme_unbinned_1227,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
Ga0485176,Ga0485176__vRhyme_unbinned_1042,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
Ga0485176,Ga0485176__vRhyme_bin_79,Varidnaviria;Bamfordvirae;Preplasmiviricota;Maveriviricetes;Priklausovirales;Lavidaviridae;NA;NA,marker VOG HMM searching
Ga0485176,Ga0485176__vRhyme_unbinned_620,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
Ga0485176,Ga0485176__vRhyme_unbinned_50,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
Ga0485176,Ga0485176__vRhyme_unbinned_142,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
Ga0485176,Ga0485176__vRhyme_unbinned_578,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
Ga0485176,Ga0485176__vRhyme_unbinned_1047,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
Ga0485176,Ga0485176__vRhyme_bin_158,Varidnaviria;Bamfordvirae;Nucleocytoviricota;Megaviricetes;Imitervirales;Mimiviridae;NA;NA,marker VOG HMM searching
Ga0485176,Ga0485176__vRhyme_unbinned_1004,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
Ga0485176,Ga0485176__vRhyme_unbinned_524,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
Ga0485176,Ga0485176__vRhyme_bin_127,Varidnaviria;Bamfordvirae;Nucleocytoviricota;Megaviricetes;NA;NA;NA;NA,marker VOG HMM searching
Ga0485176,Ga0485176__vRhyme_unbinned_931,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
Ga0485176,Ga0485176__vRhyme_unbinned_508,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
Ga0485176,Ga0485176__vRhyme_unbinned_170,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
Ga0485176,Ga0485176__vRhyme_unbinned_285,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
Ga0485176,Ga0485176__vRhyme_bin_355,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
Ga0485176,Ga0485176__vRhyme_unbinned_943,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
Ga0485176,Ga0485176__vRhyme_bin_318,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
Ga0485176,Ga0485176__vRhyme_unbinned_1154,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
Ga0485176,Ga0485176__vRhyme_unbinned_149,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
Ga0485176,Ga0485176__vRhyme_unbinned_1144,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
Ga0485176,Ga0485176__vRhyme_unbinned_330,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
Ga0485176,Ga0485176__vRhyme_bin_27,Varidnaviria;Bamfordvirae;Nucleocytoviricota;Megaviricetes;Imitervirales;Mimiviridae;NA;NA,marker VOG HMM searching
Ga0485176,Ga0485176__vRhyme_unbinned_922,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
Ga0485176,Ga0485176__vRhyme_unbinned_429,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
Ga0485176,Ga0485176__vRhyme_unbinned_1041,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
Ga0485176,Ga0485176__vRhyme_unbinned_763,Varidnaviria;Bamfordvirae;Preplasmiviricota;Maveriviricetes;Priklausovirales;Lavidaviridae;NA;NA,marker VOG HMM searching
Ga0485176,Ga0485176__vRhyme_unbinned_874,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
Ga0485176,Ga0485176__vRhyme_bin_109,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
Ga0485176,Ga0485176__vRhyme_bin_273,Varidnaviria;Bamfordvirae;Nucleocytoviricota;NA;NA;NA;NA;NA,marker VOG HMM searching
Ga0485176,Ga0485176__vRhyme_unbinned_1115,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;Autographiviridae;NA;NA,marker VOG HMM searching
Ga0485176,Ga0485176__vRhyme_unbinned_1021,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
Ga0485176,Ga0485176__vRhyme_unbinned_779,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
Ga0485176,Ga0485176__vRhyme_unbinned_1211,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
Ga0485176,Ga0485176__vRhyme_bin_144,Varidnaviria;Bamfordvirae;Nucleocytoviricota;Megaviricetes;Imitervirales;Mimiviridae;NA;NA,marker VOG HMM searching
Ga0485176,Ga0485176__vRhyme_bin_13,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
Ga0485176,Ga0485176__vRhyme_unbinned_306,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
Ga0485176,Ga0485176__vRhyme_unbinned_1167,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
Ga0485176,Ga0485176__vRhyme_unbinned_1059,Varidnaviria;Bamfordvirae;Preplasmiviricota;Maveriviricetes;Priklausovirales;Lavidaviridae;NA;NA,marker VOG HMM searching
Ga0485176,Ga0485176__vRhyme_unbinned_793,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
Ga0485176,Ga0485176__vRhyme_unbinned_1124,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
Ga0485176,Ga0485176__vRhyme_unbinned_630,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
Ga0485176,Ga0485176__vRhyme_unbinned_738,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
Ga0485176,Ga0485176__vRhyme_unbinned_1132,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
Ga0485176,Ga0485176__vRhyme_unbinned_352,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
Ga0485176,Ga0485176__vRhyme_unbinned_822,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
Ga0485176,Ga0485176__vRhyme_unbinned_1082,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
Ga0485176,Ga0485176__vRhyme_unbinned_1011,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
Ga0485176,Ga0485176__vRhyme_bin_175,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
Ga0485176,Ga0485176__vRhyme_unbinned_465,Varidnaviria;Bamfordvirae;Nucleocytoviricota;NA;NA;NA;NA;NA,marker VOG HMM searching
Ga0485176,Ga0485176__vRhyme_bin_35,Varidnaviria;Bamfordvirae;Nucleocytoviricota;Megaviricetes;NA;NA;NA;NA,marker VOG HMM searching
Ga0485176,Ga0485176__vRhyme_unbinned_652,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
Ga0485176,Ga0485176__vRhyme_unbinned_1131,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
Ga0485176,Ga0485176__vRhyme_unbinned_905,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
Ga0485176,Ga0485176__vRhyme_unbinned_960,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
Ga0485176,Ga0485176__vRhyme_unbinned_332,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
Ga0485176,Ga0485176__vRhyme_unbinned_311,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
Ga0485176,Ga0485176__vRhyme_unbinned_791,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
Ga0485176,Ga0485176__vRhyme_unbinned_903,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
Ga0485176,Ga0485176__vRhyme_unbinned_73,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
Ga0485176,Ga0485176__vRhyme_unbinned_729,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
Ga0485176,Ga0485176__vRhyme_unbinned_1202,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
Ga0485176,Ga0485176__vRhyme_unbinned_397,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
Ga0485176,Ga0485176__vRhyme_unbinned_88,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
Ga0485176,Ga0485176__vRhyme_unbinned_32,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
Ga0485176,Ga0485176__vRhyme_unbinned_1084,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
Ga0485176,Ga0485176__vRhyme_unbinned_1008,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
Ga0485176,Ga0485176__vRhyme_unbinned_860,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
Ga0485176,Ga0485176__vRhyme_unbinned_560,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
Ga0485176,Ga0485176__vRhyme_bin_124,Varidnaviria;Bamfordvirae;Nucleocytoviricota;Megaviricetes;NA;NA;NA;NA,marker VOG HMM searching
Ga0485176,Ga0485176__vRhyme_unbinned_665,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
Ga0485176,Ga0485176__vRhyme_unbinned_287,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
Ga0485176,Ga0485176__vRhyme_bin_392,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
Ga0485176,Ga0485176__vRhyme_unbinned_181,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
Ga0485176,Ga0485176__vRhyme_unbinned_875,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
Ga0485176,Ga0485176__vRhyme_unbinned_279,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
Ga0485176,Ga0485176__vRhyme_unbinned_871,Varidnaviria;Bamfordvirae;Nucleocytoviricota;Megaviricetes;Imitervirales;Mimiviridae;NA;NA,marker VOG HMM searching
Ga0485176,Ga0485176__vRhyme_unbinned_906,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
Ga0485176,Ga0485176__vRhyme_unbinned_978,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
Ga0485176,Ga0485176__vRhyme_unbinned_513,Varidnaviria;Bamfordvirae;Nucleocytoviricota;Megaviricetes;Imitervirales;Mimiviridae;NA;NA,marker VOG HMM searching
Ga0485176,Ga0485176__vRhyme_unbinned_1028,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
Ga0485176,Ga0485176__vRhyme_unbinned_800,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
Ga0485176,Ga0485176__vRhyme_unbinned_948,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
Ga0485176,Ga0485176__vRhyme_bin_65,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
Ga0485176,Ga0485176__vRhyme_unbinned_43,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
Ga0485176,Ga0485176__vRhyme_bin_1,Varidnaviria;Bamfordvirae;Nucleocytoviricota;Megaviricetes;Algavirales;Phycodnaviridae;NA;NA,marker VOG HMM searching
Ga0485176,Ga0485176__vRhyme_unbinned_891,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
Ga0485176,Ga0485176__vRhyme_unbinned_235,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
Ga0485176,Ga0485176__vRhyme_unbinned_609,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
Ga0485176,Ga0485176__vRhyme_unbinned_6,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
Ga0485176,Ga0485176__vRhyme_unbinned_942,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
Ga0485176,Ga0485176__vRhyme_unbinned_166,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
Ga0485176,Ga0485176__vRhyme_unbinned_327,Varidnaviria;Bamfordvirae;Preplasmiviricota;Maveriviricetes;Priklausovirales;Lavidaviridae;NA;NA,marker VOG HMM searching
Ga0485176,Ga0485176__vRhyme_unbinned_103,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
Ga0485176,Ga0485176__vRhyme_bin_103,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
Ga0485176,Ga0485176__vRhyme_unbinned_477,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
Ga0485176,Ga0485176__vRhyme_bin_268,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
Ga0485176,Ga0485176__vRhyme_unbinned_675,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
Ga0485176,Ga0485176__vRhyme_bin_215,Varidnaviria;Bamfordvirae;Nucleocytoviricota;Megaviricetes;Imitervirales;Mimiviridae;NA;NA,marker VOG HMM searching
Ga0485176,Ga0485176__vRhyme_unbinned_895,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
Ga0485176,Ga0485176__vRhyme_bin_122,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
Ga0485176,Ga0485176__vRhyme_unbinned_825,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
Ga0485176,Ga0485176__vRhyme_unbinned_245,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
Ga0485176,Ga0485176__vRhyme_unbinned_527,Varidnaviria;Bamfordvirae;Preplasmiviricota;Maveriviricetes;Priklausovirales;Lavidaviridae;NA;NA,marker VOG HMM searching
Ga0485176,Ga0485176__vRhyme_unbinned_1196,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
Ga0485176,Ga0485176__vRhyme_unbinned_403,Varidnaviria;Bamfordvirae;Nucleocytoviricota;Megaviricetes;NA;NA;NA;NA,marker VOG HMM searching
Ga0485176,Ga0485176__vRhyme_unbinned_920,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
Ga0485176,Ga0485176__vRhyme_unbinned_129,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
Ga0485176,Ga0485176__vRhyme_unbinned_602,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
Ga0485176,Ga0485176__vRhyme_unbinned_1073,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
Ga0485176,Ga0485176__vRhyme_unbinned_216,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
Ga0485176,Ga0485176__vRhyme_unbinned_688,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
Ga0485176,Ga0485176__vRhyme_unbinned_999,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
Ga0485176,Ga0485176__vRhyme_unbinned_832,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
Ga0485176,Ga0485176__vRhyme_unbinned_1066,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
Ga0485176,Ga0485176__vRhyme_bin_419,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
Ga0485176,Ga0485176__vRhyme_unbinned_674,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
Ga0485176,Ga0485176__vRhyme_unbinned_964,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
Ga0485176,Ga0485176__vRhyme_unbinned_947,Varidnaviria;Bamfordvirae;Nucleocytoviricota;Megaviricetes;Imitervirales;Mimiviridae;NA;NA,marker VOG HMM searching
